caminho,titulo,wikilinks,relevancia,termos
03-REFLEXOES/desenvolvimento-pessoal/DIARIO/PROMPT DEEP RESEARCH - linguística & IA.md,"Investigação Linguística da Inteligência Artificial: Um Estudo Interdisciplinar sobre Processamento, Representação e Impacto da Linguagem",4,7,\bGPT\b; \b[iI]\.?[aA]\.?\b; \b[iI]nteligência [aA]rtificial\b; \bhuman[oa]?-[iI][aA]\b; \bmetodologi[a]?\b; \bmodelo[s]? de linguagem\b; \bprompt[s]?\b
02-INVESTIGACOES/etica-ia-sociedade/chatgpt-ideologia-direita.md,Chatgpt Ideologia Direita,2,7,\bChatGPT\b; \bClaude\b; \b[iI]\.?[aA]\.?\b; \bagent[es]?\b; \bmetodologi[a]?\b; \bmétodo[s]? mist[oa]s?\b; \bprompt[s]?\b
05-PROJETOS/claude somado ao protocolo MCP e obsdian.md,**Estudos de Caso de PKM Aprimorado por IA: A Integração de Claude MCP e Obsidian**,1,7,\bClaude\b; \bGPT\b; \bLLM\b; \b[iI]\.?[aA]\.?\b; \b[iI]nteligência [aA]rtificial\b; \bagent[es]?\b; \bprompt[s]?\b
01-INBOX/Aprofundando questoes de pesquisa.md,01-INBOX – Aprofundando questoes de pesquisa...,0,7,\bChatGPT\b; \bClaude\b; \bLLM\b; \b[iI]\.?[aA]\.?\b; \bhuman[oa]?-[iI][aA]\b; \bhuman[oa]?-máquina\b; \bmetodologi[a]?\b
04-RECURSOS/ferramentas-ia-avancadas/Workflow Avançado_3A Doutorando em Humanidades como _22Organizador de Agentes IA_22.md,"Workflow Avançado: Doutorando em Humanidades como ""Organizador de Agentes IA""",0,7,\bChatGPT\b; \bClaude\b; \b[iI]\.?[aA]\.?\b; \bagent[es]?\b; \bmetodologi[a]?\b; \bprompt[s]?\b; \btriangula[çc][ãa]o\b
05-PROJETOS/mestrado-ufmt/mestrado-mais-recursos/Does OpenAI_s new model think.md,Does Openai_S New Model Think,0,7,\bChatGPT\b; \bClaude\b; \bGPT\b; \b[iI]\.?[aA]\.?\b; \b[iI]nteligência [aA]rtificial\b; \bmodelo[s]? de linguagem\b; \bprompt[s]?\b
META-ANALISE/clusters-metodologia/REDE_WIKILINKS_AUTENTICIDADE_PLAGIO_EDUCACAO.md,"REDE DE WIKILINKS: Autenticidade, Plágio e Impacto na Educação",72,6,\bChatGPT\b; \bClaude\b; \b[iI]\.?[aA]\.?\b; \b[iI]nteligência [aA]rtificial\b; \bmetodologi[a]?\b; \bprompt[s]?\b
01-INBOX/PÁGINA-INICIAL.md,justificativa  da pesquisa,52,6,\bClaude\b; \b[iI]\.?[aA]\.?\b; \b[iI]nteligência [aA]rtificial\b; \bagent[es]?\b; \bmetodologi[a]?\b; \bprompt[s]?\b
META-ANALISE/itinerarios/2025-10-13_metodologia-híbrida-e-escrita-não-linear.md,Itinerário Temático: Metodologia híbrida e escrita não-linear: formalizando um método autoetnográfico de coautoria controlada com IA,28,6,\bChatGPT\b; \bGPT\b; \b[iI]\.?[aA]\.?\b; \bcoautoria\b; \bhíbrid[oa]s?\b; \bmetodologi[a]?\b
META-ANALISE/MIGRACAO/5-listas-referencias/MAPA_AUTORES_CONCEITOS_2025-09-25.md,MAPA AUTORES E CONCEITOS - DISSERTAÇÃO IA+ACADEMIA+AUTENTICIDADE,23,6,\bChatGPT\b; \bClaude\b; \b[iI]\.?[aA]\.?\b; \bhíbrid[oa]s?\b; \bmetodologi[a]?\b; \bprompt[s]?\b
03-REFLEXOES/desenvolvimento-pessoal/DIARIO/Deep Learning - uma abordagem interdisciplinar.md,## analysis>,9,6,\b[iI]\.?[aA]\.?\b; \b[iI]nteligência [aA]rtificial\b; \bhuman[oa]?-[iI][aA]\b; \bhuman[oa]?-máquina\b; \bmodelo[s]? de linguagem\b; \bprompt[s]?\b
0 - VAULT/1 NOTAS LITERAIS/meta notas/5 ChatGPT Prompts To Create Awesome Content (That Actually Sounds Like You).md,5 ChatGPT Prompts To Create Awesome Content (That Actually Sounds Like You),7,6,\bChatGPT\b; \bGPT\b; \bLLM\b; \b[iI]\.?[aA]\.?\b; \b[iI]nteligência [aA]rtificial\b; \bprompt[s]?\b
"0 - VAULT/1 NOTAS LITERAIS/meta notas/Comparação de ChatGPT, Bing Chat e Bard - wired zt.md","review de chat gpt, bard e bing chat",6,6,\bChatGPT\b; \bClaude\b; \bGPT\b; \b[iI]\.?[aA]\.?\b; \b[iI]nteligência [aA]rtificial\b; \bmodelo[s]? de linguagem\b
0 - VAULT/2 NOTAS PERMANENTES/PERMANENTES/Guia de como usar o GPT-3 e o ChatGPT para resumir artigos e reescrever notas.md,2 NOTAS PERMANENTES / PERMANENTES – 060220231505,6,6,\bChatGPT\b; \bGPT\b; \b[iI]\.?[aA]\.?\b; \b[iI]nteligência [aA]rtificial\b; \bmetodologi[a]?\b; \bprompt[s]?\b
0 - VAULT/2 NOTAS PERMANENTES/PERMANENTES/Como deveríamos estar usando IA nesse momento (zt).md,Como deveríamos estar usando IA nesse momento (zt),5,6,\bChatGPT\b; \bClaude\b; \bGPT\b; \b[iI]\.?[aA]\.?\b; \b[iI]nteligência [aA]rtificial\b; \bprompt[s]?\b
01-INBOX/202502111224.md,01-INBOX – 202502111224,4,6,\bChatGPT\b; \bClaude\b; \b[iI]\.?[aA]\.?\b; \b[iI]nteligência [aA]rtificial\b; \bprompt[s]?\b; \btriangula[çc][ãa]o\b
03-REFLEXOES/desenvolvimento-pessoal/DIARIO/ESCREVER SEM PLAGIO - PROMPT.md,PESQUISA ACADÊMICA: INTEGRAÇÃO ÉTICA DE FERRAMENTAS DE IA NA ESCRITA ACADÊMICA PARA ESTUDANTES INICIANTES,4,6,\bChatGPT\b; \bClaude\b; \b[iI]\.?[aA]\.?\b; \b[iI]nteligência [aA]rtificial\b; \bmetodologi[a]?\b; \bprompt[s]?\b
03-REFLEXOES/desenvolvimento-pessoal/DIARIO/ESCREVER SEM PLAGIO - CHATGPT DEEP RESEARCH.md,A Integração Ética de Ferramentas de IA na Escrita Acadêmica de Estudantes Recém-Ingressos,3,6,\bChatGPT\b; \b[iI]\.?[aA]\.?\b; \b[iI]nteligência [aA]rtificial\b; \bhíbrid[oa]s?\b; \bmetodologi[a]?\b; \bprompt[s]?\b
03-REFLEXOES/desenvolvimento-pessoal/DIARIO/Investigação dos Impactos da Inteligência Artificial em Comunidades Minoritária - Uma Análise Cultural Crítica.md,Investigação dos Impactos da Inteligência Artificial em Comunidades Minoritárias: Uma Análise Cultural Crítica,2,6,\bChatGPT\b; \b[iI]\.?[aA]\.?\b; \b[iI]nteligência [aA]rtificial\b; \bhíbrid[oa]s?\b; \bmetodologi[a]?\b; \bprompt[s]?\b
03-REFLEXOES/desenvolvimento-pessoal/DIARIO/PROMPT DE PESQUISA SOBRE NOTEBOOKLM.md,"Google NotebookLM para Aprendizagem Contínua e Pesquisa Acadêmica: Análise, Integração com Obsidian e Estratégias Otimizadas",2,6,\b[iI]\.?[aA]\.?\b; \bhíbrid[oa]s?\b; \bmetodologi[a]?\b; \bmodelo[s]? de linguagem\b; \bprompt[s]?\b; \btriangula[çc][ãa]o\b
03-REFLEXOES/desenvolvimento-pessoal/DIARIO/PROMPT DEEP RESEARCH FILOSOFIA & IA.md,A Filosofia e a Inteligência Artificial: Uma Investigação Multidimensional,2,6,\b[iI]\.?[aA]\.?\b; \b[iI]nteligência [aA]rtificial\b; \bhuman[oa]?-[iI][aA]\b; \bhíbrid[oa]s?\b; \bmetodologi[a]?\b; \bprompt[s]?\b
02-INVESTIGACOES/etica-ia-sociedade/gemini-dr-ideologia-chatgpt.md,**Examining Claims of a Rightward Shift in ChatGPT's Political Positions: A Deep Research Investigation**,1,6,\bChatGPT\b; \bClaude\b; \bGPT\b; \bLLM\b; \bagent[es]?\b; \bprompt[s]?\b
03-REFLEXOES/desenvolvimento-pessoal/DIARIO/09-03-25.md,desenvolvimento-pessoal / DIARIO – 09-03-25,1,6,\bChatGPT\b; \bClaude\b; \b[iI]\.?[aA]\.?\b; \bmetodologi[a]?\b; \bprompt[s]?\b; \btriangula[çc][ãa]o\b
04-RECURSOS/ferramentas-ia-avancadas/multi agente de IA para pesquisa científica.md,Workflow de um Doutorando em Humanidades com IA no Sul Global,1,6,\bChatGPT\b; \bClaude\b; \b[iI]\.?[aA]\.?\b; \bmetodologi[a]?\b; \bprompt[s]?\b; \btriangula[çc][ãa]o\b
04-RECURSOS/ferramentas-ia-avancadas/deep-research-metodologia/praticas/praticas-melhor-mais-eficaz-deep-research.md,"**Best Practices for Deep Research with AI Agents: Gemini, Perplexity, and ChatGPT**",1,6,\bChatGPT\b; \bGPT\b; \bLLM\b; \b[iI]\.?[aA]\.?\b; \bagent[es]?\b; \bprompt[s]?\b
05-PROJETOS/mestrado-ufmt/mestrado/ia e queda de leitores.md,PROMPT LIGERIRAMENTE DIFERENTE USANDO STRAWBERRY MODEL,1,6,\bChatGPT\b; \bClaude\b; \b[iI]\.?[aA]\.?\b; \b[iI]nteligência [aA]rtificial\b; \bmodelo[s]? de linguagem\b; \bprompt[s]?\b
01-INBOX/202504091104.md,01-INBOX – 202504091104,0,6,\bChatGPT\b; \bLLM\b; \b[iI]\.?[aA]\.?\b; \b[iI]nteligência [aA]rtificial\b; \bmodelo[s]? de linguagem\b; \bprompt[s]?\b
02-INVESTIGACOES/ia-arte-criatividade/autoria-hibrida.md,**Hybrid Authorship: The Collaboration between Human Creativity and Algorithms**,0,6,\bGPT\b; \b[iI]\.?[aA]\.?\b; \bautoria híbrida\b; \bhíbrid[oa]s?\b; \bmetodologi[a]?\b; \bprompt[s]?\b
02-INVESTIGACOES/etica-ia-metodologia/analises-comparativas-llms/README.md,Análises Comparativas LLMs,0,6,\bChatGPT\b; \bClaude\b; \bmetodologi[a]?\b; \bmodelo[s]? de linguagem\b; \bprompt[s]?\b; \btriangula[çc][ãa]o\b
02-INVESTIGACOES/pesquisas-especificas/estudos-diversos/lyotard-o3.md,pesquisas-especificas / estudos-diversos – Lyotard and Knowledge Fragmentation...,0,6,\bChatGPT\b; \bClaude\b; \b[iI]\.?[aA]\.?\b; \b[iI]nteligência [aA]rtificial\b; \bmetodologi[a]?\b; \bprompt[s]?\b
03-REFLEXOES/desenvolvimento-pessoal/DIARIO/TP PROMPT FILOSOFIA & IA.md,Improved Research Prompt on Philosophy and Artificial Intelligence,0,6,\b[iI]\.?[aA]\.?\b; \b[iI]nteligência [aA]rtificial\b; \bhuman[oa]?-[iI][aA]\b; \bhíbrid[oa]s?\b; \bmetodologi[a]?\b; \bprompt[s]?\b
04-RECURSOS/ferramentas-ia-avancadas/vibecoding-webcoding/artigo-blog-webcoding.md,Artigo Blog Webcoding,0,6,\bClaude\b; \bLLM\b; \b[iI]\.?[aA]\.?\b; \b[iI]nteligência [aA]rtificial\b; \bhuman[oa]?-[iI][aA]\b; \bprompt[s]?\b
04-RECURSOS/ferramentas-ia-avancadas/deep-research-metodologia/metodologias/deepresearchenhancer-26k.md,Deepresearchenhancer 26K,0,6,\bChatGPT\b; \bGPT\b; \bLLM\b; \b[iI]\.?[aA]\.?\b; \bmetodologi[a]?\b; \bprompt[s]?\b
04-RECURSOS/ferramentas-ia-avancadas/deep-research-metodologia/praticas/deep-research-melhor-forma-openrouter-gemini.md,**Otimizando a Pesquisa Acadêmica com o OpenRouter: Um Guia Completo para o Uso Versátil e Concorrente de Modelos de Reasoning e Modelos Padrão**,0,6,\bGPT\b; \bLLM\b; \b[iI]\.?[aA]\.?\b; \b[iI]nteligência [aA]rtificial\b; \bmetodologi[a]?\b; \bprompt[s]?\b
05-PROJETOS/mestrado-ufmt/mestrado/estrutura metodologica.md,Estrutura Metodologica,0,6,\bChatGPT\b; \bClaude\b; \bGPT\b; \b[iI]\.?[aA]\.?\b; \b[iI]nteligência [aA]rtificial\b; \bmetodologi[a]?\b
META-ANALISE/vault-analysis/outputs/gemini-analysis/batch_01_recommendations.md,BATCH 01 ANALYSIS - GEMINI DEEP RESEARCH,0,6,\bChatGPT\b; \bClaude\b; \bLLM\b; \b[iI]\.?[aA]\.?\b; \bmetodologi[a]?\b; \bprompt[s]?\b
META-ANALISE/vault-analysis/outputs/gemini-analysis/batch_02_recommendations.md,BATCH 02 ANALYSIS - GEMINI DEEP RESEARCH,0,6,\bChatGPT\b; \bClaude\b; \b[iI]\.?[aA]\.?\b; \b[iI]nteligência [aA]rtificial\b; \bmetodologi[a]?\b; \bprompt[s]?\b
META-ANALISE/vault-analysis/outputs/gemini-analysis/batch_03_recommendations.md,BATCH 03 ANALYSIS - GEMINI DEEP RESEARCH,0,6,\bChatGPT\b; \bClaude\b; \bLLM\b; \b[iI]\.?[aA]\.?\b; \bmetodologi[a]?\b; \bprompt[s]?\b
META-ANALISE/vault-analysis/outputs/gemini-analysis/batch_04_recommendations.md,BATCH 04 ANALYSIS - GEMINI DEEP RESEARCH,0,6,\bClaude\b; \b[iI]\.?[aA]\.?\b; \bhuman[oa]?-[iI][aA]\b; \bhíbrid[oa]s?\b; \bmetodologi[a]?\b; \bprompt[s]?\b
META-ANALISE/vault-analysis/outputs/gemini-analysis/batch_06_recommendations.md,BATCH 06 ANALYSIS - GEMINI DEEP RESEARCH,0,6,\bChatGPT\b; \bClaude\b; \b[iI]\.?[aA]\.?\b; \bagent[es]?\b; \bmetodologi[a]?\b; \bprompt[s]?\b
META-ANALISE/vault-analysis/outputs/gemini-analysis/mapa-conceitual.md,"Mapa Conceitual: Autenticidade, IA e Metodologia na Pesquisa Acadêmica",0,6,\b[iI]\.?[aA]\.?\b; \b[iI]nteligência [aA]rtificial\b; \bhuman[oa]?-[iI][aA]\b; \bmetodologi[a]?\b; \bprompt[s]?\b; \bpós-human[oa]s?\b
META-ANALISE/clusters-metodologia/CLUSTERS_CONCEITUAIS_AUTENTICIDADE_PLAGIO_EDUCACAO.md,"CLUSTERS CONCEITUAIS: Autenticidade, Plágio e Impacto na Educação",32,5,\bChatGPT\b; \bClaude\b; \b[iI]\.?[aA]\.?\b; \b[iI]nteligência [aA]rtificial\b; \bmetodologi[a]?\b
"0 - VAULT/2 NOTAS PERMANENTES/PERMANENTES/ALARMADOS PELO GPT3, UNIVERSIDADES COMEÇAM E REVISAR SUA FORMA DE ENSINAR - artigo.md",2 NOTAS PERMANENTES / PERMANENTES – 220120232039,17,5,\bChatGPT\b; \bGPT\b; \b[iI]\.?[aA]\.?\b; \b[iI]nteligência [aA]rtificial\b; \bprompt[s]?\b
0 - VAULT/1 NOTAS LITERAIS/Interesses de Pesquisa/Máquinas Conscientes Podem Nunca Ser Possíveis.md,1 NOTAS LITERAIS / Interesses de Pesquisa – 221220221438,11,5,\bChatGPT\b; \bGPT\b; \b[iI]\.?[aA]\.?\b; \b[iI]nteligência [aA]rtificial\b; \bprompt[s]?\b
0 - VAULT/2 NOTAS PERMANENTES/PERMANENTES/gpt3.md,gpt3,10,5,\bChatGPT\b; \bGPT\b; \b[iI]\.?[aA]\.?\b; \b[iI]nteligência [aA]rtificial\b; \bprompt[s]?\b
0 - VAULT/1 NOTAS LITERAIS/Interesses de Pesquisa/claude ai - porque soa melhor.md,claude ai - porque soa melhor,9,5,\bChatGPT\b; \bClaude\b; \bGPT\b; \b[iI]\.?[aA]\.?\b; \bprompt[s]?\b
0 - VAULT/2 NOTAS PERMANENTES/PERMANENTES/Abstracts written by ChatGPT fool scientists.md,abstracts fooling scientists,9,5,\bChatGPT\b; \bGPT\b; \b[iI]\.?[aA]\.?\b; \bmodelo[s]? de linguagem\b; \bprompt[s]?\b
META-ANALISE/itinerarios/2025-10-13_evento-ai-sociocultural.md,Itinerário Temático: O Evento IA como Fenômeno Sociocultural,9,5,\bGPT\b; \b[iI]\.?[aA]\.?\b; \b[iI]nteligência [aA]rtificial\b; \bhuman[oa]?-máquina\b; \bhíbrid[oa]s?\b
META-ANALISE/itinerarios/2025-10-13_fundamentos-conceituais-em-ia-tecnologia.md,Itinerário Temático: Ferramenta vs. Mediação Cognitiva na Era da IA,9,5,\bChatGPT\b; \b[iI]\.?[aA]\.?\b; \bagent[es]?\b; \bhíbrid[oa]s?\b; \bmetodologi[a]?\b
META-ANALISE/itinerarios/2025-10-13_metodologia-hibrida-manual.md,Itinerário Temático (Manual): Metodologia Híbrida e Escrita Não-Linear,9,5,\b[iI]\.?[aA]\.?\b; \bcoautoria\b; \bhuman[oa]?-máquina\b; \bhíbrid[oa]s?\b; \bmetodologi[a]?\b
05-PROJETOS/mestrado-ufmt/MESTRADO - PROJETO.md,Mestrado   Projeto,8,5,\bClaude\b; \b[iI]\.?[aA]\.?\b; \bhuman[oa]?-[iI][aA]\b; \bhuman[oa]?-máquina\b; \bmetodologi[a]?\b
0 - VAULT/2 NOTAS PERMANENTES/notas literais para processar/Death of an Author Prophesies the Future of AI Novels.md,_Death of an Author_ Prophesies the Future of AI Novels,7,5,\bChatGPT\b; \bLLM\b; \b[iI]\.?[aA]\.?\b; \bagent[es]?\b; \bprompt[s]?\b
0 - VAULT/1 NOTAS LITERAIS/Interesses de Pesquisa/armadilha do progresso.md,1 NOTAS LITERAIS / Interesses de Pesquisa – 131220221704,6,5,\bChatGPT\b; \bGPT\b; \bLLM\b; \bmodelo[s]? de linguagem\b; \bprompt[s]?\b
0 - VAULT/2 NOTAS PERMANENTES/notas literais para processar/Your A.I. Companion Will Support You No Matter What.md,Your A.I. Companion Will Support You No Matter What,5,5,\bChatGPT\b; \b[iI]\.?[aA]\.?\b; \b[iI]nteligência [aA]rtificial\b; \bmodelo[s]? de linguagem\b; \bprompt[s]?\b
0 - VAULT/2 NOTAS PERMANENTES/PERMANENTES/como descobrir a posição da UFMT frente às IAS.md,como descobrir a posição da UFMT frente às IAS,5,5,\bChatGPT\b; \bGPT\b; \b[iI]\.?[aA]\.?\b; \b[iI]nteligência [aA]rtificial\b; \bmetodologi[a]?\b
